,Stock_Symbols,Class,returnOnEquity,EPS,priceToSalesRatio,PB ratio,Price to Sales Ratio,Market Cap,PE ratio,POCF ratio,ROIC,longtermDebtToCapitalization,Dividend Yield,debtEquityRatio,returnOnAssets,Debt to Assets,10Y Net Income Growth (per Share),10Y Revenue Growth (per Share),10Y Shareholders Equity Growth (per Share),10Y Operating CF Growth (per Share)
1219,CFX,1.0,0.7895,1.16,0.4551,6.9392,0.4551,2801794179.86,20.988000000000003,10.8208,0.2388,0.33981841763943,0.0,0.6802,0.0425,0.2316,0.0,-0.0085,-0.1388,0.0822
1221,GPC,1.0,0.1727,5.53,1.3863,5.4042,1.3863,2518999890.96,15.5043,12.3055,0.225,0.0,0.03,0.0,0.2153,0.0,0.2006,0.2328,0.2034,-0.0169
1225,NBIX,1.0,0.9323,0.23,0.2804,7.2962,0.2804,773498770.59,0.0,63.8848,0.0902,0.5795784883720899,0.0,1.4382,-1.0598,0.3424,0.0,0.1389,0.0,0.0
1227,JAZZ,1.0,0.2951,7.45,1.0786,1.6965,1.0786,14567067153.86,20.2032,9.3597,0.2,1.1832399106113998,0.0,-6.4599,0.1249,0.8368,0.1039,0.1077,0.0719,0.1071
1228,CMCO,1.0,0.3262,0.97,1.3889,4.7717,1.3889,3082216133.6,17.9779,11.5238,0.3014,2.6303716608595,0.0046,-1.6251,0.1941,1.6734,-0.0186,0.113,0.0659,0.0909
1231,BVN,0.0,-0.0263,-0.05,0.6862,0.0,0.6862,4971748222.35,0.0,11.8982,0.0909,0.5156367544331,0.0055,1.2157,-0.0354,0.3318,0.0,-0.0196,-0.0428,0.0647
1236,CATM,1.0,0.1643,0.08,0.6971,6.9599,0.6971,4726162111.74,14.7343,3.587,0.2364,0.040195907090768986,0.0,0.0468,0.1065,0.0313,0.1885,0.0565,0.0565,0.2721
1240,ORLY,1.0,0.2445,16.27,0.8868,1.8256,0.8868,1450588127.96,4.9178,15.9661,0.0483,0.60476612070238,0.0,1.5878,0.2938,0.3524,0.1887,-0.0034,0.0468,0.0539
1244,HOG,1.0,0.1805,3.21,1.5156,1.2695,1.5156,11549059815.6,16.6168,4.6071,0.0717,0.60979510925167,0.0434,1.5832,0.1965,0.5608,0.1555,0.1025,0.1033,0.0093
1260,DLX,1.0,-0.1463,3.18,0.14800000000000002,2.3768,0.14800000000000002,96010932.16,4.0,5.2459,0.0466,0.43328212855357,0.0312,0.7645,0.1925,0.2002,-0.1285,-0.0407,0.0,0.1092
1263,LMNX,1.0,0.464,0.42,1.194,3.3835,1.194,5634796050.0,12.4565,20.2409,-0.0437,0.0,0.0104,0.0106,0.4662,0.0041,0.1557,0.1241,0.1276,0.1259
1264,AAP,1.0,-0.0004,5.75,0.6967,2.0294,0.6967,2266044611.18,0.0,14.1522,0.034,0.51413402209786,0.0015,1.1875,-0.0003,0.3951,0.0,0.0902,0.0676,0.0722
1275,LZB,1.0,0.2674,1.69,1.0652,0.9166,1.0652,6116003526.75,14.1051,11.6926,0.1833,1.0931097988528,0.016,-11.775,0.1142,0.8366,0.2483,0.1229,0.1025,0.0726
1276,FTSI,0.0,-0.5937,6.54,1.6379,1.4174,1.6379,804664929.6,22.7045,2.0191,0.1038,0.7353419767991201,0.0,2.785,0.6028,0.4103,0.0,-0.0575,0.0,0.0406
1284,XON,0.0,0.1245,-3.93,1.4741,30.5228,1.4741,3429031445.56,19.6613,-7.2233,0.2329,0.0,0.0,0.0,0.1484,0.0,0.0389,0.0826,0.0755,-0.0437
1287,WWD,1.0,0.0782,2.93,0.1775,2.249,0.1775,883716571.21,13.3476,16.4511,0.1967,0.42152843186831,0.0069,0.8270000000000001,0.0527,0.3882,0.029,0.0916,0.1075,0.1404
1292,AMP,1.0,0.0163,14.41,0.1869,1.969,0.1869,309877400.48,122.8,5.6005,0.0915,0.16346337932670002,0.0338,0.4348,0.0293,0.2455,0.0,0.0511,0.0284,0.0462
1294,WSO,1.0,0.2995,6.5,1.4599,0.0,1.4599,5718741692.18,18.1905,30.5332,0.1446,0.36175708267278,0.0402,0.7025,0.2825,0.3158,0.0575,0.022,-0.0418,0.0473
1295,ATO,1.0,0.1884,5.43,1.2165,3.921,1.2165,4598697143.31,19.4269,9.1706,0.183,0.39154410623846,0.0209,0.9239,0.1722,0.338,-0.0411,-0.034,-0.0379,0.1249
1298,CBAY,0.0,0.1201,-1.25,1.3803,0.9935,1.3803,1120154233.48,25.5533,-8.5151,1.5011,5.7224776959621,0.0,-1.2447,0.1321,2.8015,0.1662,0.1526,0.27,0.097
1299,STAG,1.0,-0.0915,0.8,2.4359,2.7738,2.4359,1593527435.0,0.0,13.6991,0.0003,0.43362045038471,0.057,1.1973,-0.1817,0.3489,0.0,-0.1431,-0.1204,0.5322
1308,SWX,1.0,0.0578,3.69,0.6761,2.0729,0.6761,492193896.48,20.8,7.1504,0.1398,0.26901044395543,0.0269,0.3726,0.0589,0.2035,0.0,-0.0087,-0.0358,0.2849
1313,MIC,1.0,0.1184,1.6,0.1178,1.1271,0.1178,1133687776.6,13.3099,6.0278,0.0824,0.1946919988248,0.1214,0.2418,0.0818,0.1504,-0.0248,0.0086,-0.0314,0.3822
1315,DNLI,0.0,0.2697,-0.39,0.8619,1.7105,0.8619,3244306856.6,19.0496,39.1455,0.0952,0.38837682206047,0.0,0.6896,0.1241,0.2512,0.0927,0.0639,0.1116,0.0964
1316,CHRW,0.0,0.0717,4.78,0.0044,0.0,0.0044,61305440000.0,13.8973,14.5829,0.1064,0.24628709769582,0.0224,0.3268,0.004,0.1508,0.0206,0.0607,0.0972,-0.0064
1317,SPPI,0.0,0.1024,-1.16,0.1687,5.2825,0.1687,1793678267.7,19.3606,-14.9911,0.0695,0.95284945238537,0.0,20.9764,0.0795,0.5833,0.0598,0.0627,0.0421,0.1682
1320,IDXX,1.0,0.2223,4.34,1.3901,3.7984,1.3901,4385171459.5,67.1048,40.0945,0.0412,0.54381862048367,0.0,1.2313,0.1409,0.4173,0.0031,0.196,0.0737,0.077
1322,SRPT,1.0,0.0921,-5.46,0.5901,5.0228,0.5901,474939094.4,17.2903,-18.7631,0.3666,0.4131670484432,0.0,0.7311,0.0785,0.2293,0.0654,-0.0007,0.0098,0.2485
1323,LTM,0.0,0.3926,0.3,2.3164,1.5759,2.3164,1577707166.01,15.2559,4.1148,0.0132,1.3178906917165,0.0073,-4.1712,0.3571,1.1392,0.0954,0.0738,-0.0054,0.1279
1325,CNK,0.0,0.2095,1.83,1.5428,5.6968,1.5428,518027450.16,19.6706,7.5097,0.1638,0.76241134751773,0.0358,3.2204,0.3088,0.3644,0.021,-0.0516,-0.0606,0.1661
1329,DXPE,1.0,0.0708,2.02,0.453,1.3892,0.453,1638434137.8,27.8537,13.6483,0.0441,0.66742513923052,0.0,2.0542,0.0455,0.342,-0.0402,0.0372,0.0299,0.2698
1330,NWBI,1.0,0.0602,1.03,1.6545,2.4255,1.6545,499178764.28,40.8676,12.5976,0.0563,0.0,0.0401,0.02,0.1445,0.0149,-0.0263,0.0427,0.0665,0.1267
1334,EQC,1.0,-0.3234,2.17,3.3195,4.9763,3.3195,2854350307.0,22.5045,40.7176,0.1008,0.31362556319976004,0.0833,0.4588,0.67,0.2132,0.0522,0.0756,0.0,0.1013
1336,UFS,1.0,0.1153,4.5,2.0555,2.3324,2.0555,1354130267.92,55.75,3.9887,0.0494,0.7803638199216599,0.0619,3.6616,0.1574,0.7356,-0.0565,0.0501,-0.066,0.0
1339,PSEC,1.0,0.2901,0.83,6.8812,1.8152,6.8812,63471961630.85,25.4532,6.5743,0.0481,0.0,0.1148,0.005,1.0681,0.0037,0.2611,0.221,0.3375,0.0
1349,LCI,1.0,-0.6819,0.77,2.1698,3.7839,2.1698,22104352587.68,19.4774,4.2657,0.0783,0.7084986746130699,0.0,3.5453,0.4199,0.6883,0.1759,0.1607,0.0,0.0849
1350,FLIR,1.0,0.1295,2.05,0.0163,0.4679,0.0163,184986780000.0,12.1902,16.0993,0.2103,0.74010747435271,0.0147,3.3454,0.0115,0.4484,0.0811,0.0561,0.0812,0.0508
1352,JCOM,1.0,0.2646,2.64,1.2203,0.7151,1.2203,1411625610.0,20.8583,8.5208,0.1093,0.26342810220702,0.0242,0.3576,0.3222,0.1254,0.0809,0.0768,0.0855,0.0851
1353,CTT,1.0,0.0973,-2.55,0.5848,1.1878,0.5848,655884275.85,32.4194,11.6824,0.1378,0.065263572333658,0.0761,0.07,0.1006,0.0445,0.1013,0.0545,0.0129,0.1296
1355,AHH,1.0,0.3045,0.36,1.2803,0.9421,1.2803,3638947204.2,22.1737,12.4408,0.081,0.77499966760181,0.0569,3.4444,0.1541,0.5438,0.0997,0.0999,0.0214,-0.0043
1358,SF,1.0,0.1822,5.36,0.1977,1.6748,0.1977,3813519131.3,11.6639,5.6328,0.0944,0.43991766621901,0.0116,0.8007,0.1987,0.2821,0.1098,0.0764,0.0492,0.2215
1359,RCII,1.0,0.0476,0.16,0.7875,9.4973,0.7875,83437473.24,12.8214,3.8083,0.1045,1.2937867705063,0.0,-4.5989,0.1256,0.8914,-0.0455,-0.0104,0.0483,-0.1073
1362,SERV,1.0,-0.1395,-0.3,11.3709,1.4882,11.3709,153040318.08,0.0,13.2923,0.109,0.56758331118152,0.5579999999999999,1.317,-0.1916,0.3684,0.0,-0.2379,-0.0585,0.1765
1364,WBS,1.0,0.4576,3.83,2.1426,1.0331,2.1426,2470751432.21,15.0649,9.6853,0.028,0.7452484992407901,0.0254,3.0077,0.4335,0.273,0.1422,0.0943,0.0071,0.0863
1368,BERY,1.0,0.1425,3.77,1.1442,1.4185,1.1442,163632931.69,5.9846,6.3275,0.2292,0.010028822115002,0.0,0.0117,0.2145,0.0082,0.1909,0.0237,-0.0687,0.0799
1375,CSGP,1.0,0.2135,6.61,0.9344,5.5773,0.9344,65814878.7,27.0,36.6241,0.1376,1.41538838978,0.0,-3.4536,13.2755,0.8022,0.0,-0.132,-0.2761,0.0806
1379,ARWR,1.0,0.1179,-0.65,0.7965,1.3946,0.7965,404314988.76,22.8932,-35.8069,0.0561,1.1206395674146,0.0,-9.3005,0.0887,0.7209,0.1166,0.0367,0.0996,0.0
1382,UCTT,1.0,0.1454,0.95,0.9175,1.8271,0.9175,1857429053.2,59.6,7.6796,0.237,0.6804314276949001,0.0,2.1346,0.0322,0.4406,-0.1475,-0.0348,-0.0944,0.1149
1386,CISN,0.0,-0.0539,-0.19,0.4682,2.0368,0.4682,860179082.16,0.0,12.2141,0.0217,0.38605223385694,0.0,1.5468,-0.0787,0.5127,0.0,-0.0379,-0.0386,0.0
1390,HIW,1.0,0.5379999999999999,1.64,0.2598,3.6995,0.2598,1711769161.2,10.4883,11.1648,0.0533,0.3774051059369601,0.0478,0.6324,0.1544,0.29100000000000004,0.1316,0.0434,-0.0332,0.0704
1391,BLDR,1.0,0.1591,1.79,1.2031,1.1464,1.2031,1187368439.94,19.786,4.4254,0.0746,0.24211536466438,0.0,0.338,0.1529,0.1222,0.0675,0.0329,0.0713,0.0
1394,CPS,0.0,0.0426,6.02,0.5318,1.8687,0.5318,356744604.3,38.1667,7.3912,0.1429,0.23149581087571,0.0,0.3051,0.048,0.1338,-0.026,0.0744,0.1861,0.0359
1402,GPRE,1.0,0.1445,0.39,0.9141,0.8909999999999999,0.9141,78596716.0,13.7018,13.9334,0.0233,0.44466424124142,0.0366,0.8759,0.175,0.4377,0.083,-0.0031,0.0602,0.0
1403,TERP,1.0,-0.4853,0.07,0.5588,1.1156,0.5588,221893787.97,0.0,9.2676,0.0531,0.39974947257384,0.0677,0.7017,-0.7906,0.2993,0.0,0.1092,0.2877,0.0946
1408,CFR,1.0,0.1001,6.97,1.496,0.5126,1.496,2179052599.87,16.6785,9.9989,0.0857,0.0,0.0293,0.0,0.1254,0.0,0.107,0.0627,0.1125,0.0855
1409,YPF,0.0,-0.2198,2.6109,0.0698,2.4531,0.0698,29607077.43,1.3837,1.5864,-0.2063,0.14766032219482,0.0002,0.1732,0.0948,0.0829,0.2444,-0.0205,0.0,0.0
1412,REG,1.0,0.0627,1.47,0.8998,1.8275,0.8998,281671641.45,16.5659,16.2911,0.0381,0.25014949172812,0.0378,0.4322,0.0787,0.1766,-0.0337,-0.0284,0.0483,-0.0882
1415,RPM,1.0,0.2264,2.55,1.3096,3.6007,1.3096,357236111.12,18.0833,16.9567,0.0568,0.0,0.0255,0.5329999999999999,0.2172,0.3047,0.2395,0.2143,0.1539,0.0612
1417,BWXT,1.0,0.152,2.29,0.2388,1.221,0.2388,178089828.24,6.6333,22.2949,0.0233,0.35885160522429,0.0167,0.9856,0.0851,0.3656,-0.0662,0.0449,-0.0873,0.0891
1423,ADVM,1.0,0.1358,-1.18,0.4970000000000001,1.4795,0.4970000000000001,98932130.0,8.0692,-3.6698,0.1034,0.15578164871632,0.0,0.1968,0.1141,0.1221,0.0962,0.0714,0.1301,0.0866
1426,DNKN,1.0,0.0616,2.75,0.3165,1.7841,0.3165,185981060.46,14.8989,19.6916,0.0871,0.39979459910006,0.0217,0.687,0.0694,0.2683,-0.035,0.0438,0.0134,-0.0199
1432,COLD,1.0,0.0465,0.31,0.3248,0.0,0.3248,87477652.76,13.2874,20.0689,0.058,0.50707596253902,0.0275,1.0832,0.0464,0.3255,-0.099,-0.0448,-0.0003,0.0242
1438,VRNS,1.0,0.0944,-0.98,0.4672,2.6653,0.4672,615682685.4,22.8333,66.2002,0.0371,0.41027256825483,0.0,0.7801,0.0841,0.264,-0.0374,-0.0138,-0.0007,0.0259
1444,NAV,1.0,0.2117,3.44,4.0,19.823,4.0,142090328.64,19.5676,12.3091,0.2277,0.08321809742460201,0.0,0.0908,-1.9821,0.0635,-0.1002,-0.0814,-0.0229,0.1019
1445,DENN,1.0,0.1818,0.69,0.7031,1.4707,0.7031,401466917.88,22.9655,13.8101,0.0094,0.4993721529329001,0.0,0.9975,0.1056,0.378,-0.0257,-0.0113,-0.1045,0.0457
1449,GLRE,1.0,0.08800000000000001,-9.74,0.8029,1.83,0.8029,196188621.75,15.5641,-5.2885,0.0899,0.0,0.0,0.0,0.1031,0.0,-0.0282,-0.0261,0.0129,0.0583
1450,PRGO,1.0,0.0531,0.95,0.4771,7.3128,0.4771,126803967.12,11.5814,8.8776,0.123,0.96205062926013,0.0196,25.3968,0.0927,0.7789,-0.0114,0.0262,-0.0158,0.0758
1451,RRR,1.0,-0.0404,2.28,1.0952,3.3411,1.0952,2832396479.38,0.0,6.8414,0.2297,0.0,0.0098,0.0,-0.0736,0.0,0.0,0.02,0.0469,0.2267
1454,MSA,1.0,0.0918,3.23,0.9011,8.3646,0.9011,288894644.64,15.8343,13.741,0.0541,0.36849296730646,0.0158,1.0923,0.1213,0.3857,0.0006,0.0507,0.0452,0.0582
1457,ACM,1.0,0.0726,0.86,0.2234,10.3035,0.2234,48841450.13,3.6667,6.8044,0.0724,0.28012178692037,0.0,0.4699,0.07,0.2266,0.0729,0.0891,0.2405,0.1465
1462,CLDX,0.0,0.0944,-14.48,1.4197,3.502,1.4197,189865166.14,16.5532,-0.4585,0.0454,0.51088080006704,0.0,2.967,0.0809,0.5881,0.0896,0.126,0.0206,0.212
1463,CZZ,1.0,-0.1143,1.0302,2.6519,19.088,2.6519,849455476.65,0.0,1.5555,0.0624,0.5502023269189499,0.0024,1.2562,-0.0443,0.3844,0.0,-0.0115,-0.0628,-0.0108
1470,RBBN,0.0,0.0744,-0.74,1.2015,4.2233,1.2015,680829443.15,28.5688,-53.5095,0.0109,0.36618988534271,0.0,0.5778,0.1141,0.192,0.0526,0.0984,0.077,-0.1105
1471,RYI,1.0,0.138,2.84,0.5459,2.756,0.5459,79621244.64,14.7044,4.1358,0.0523,0.29074558543837,0.0,0.4099,0.193,0.1809,-0.0185,0.0327,0.0056,0.0
1473,SENS,0.0,0.0648,-0.6,0.389,17.8934,0.389,637333014.5,20.9896,-5.0461,-5.5458,0.0,0.0,0.0,0.0528,0.0,-0.0246,0.0552,0.0253,0.0
1476,WTFC,1.0,0.0919,5.95,0.4566,3.8554,0.4566,247010247.0,15.4468,9.9409,-0.2392,0.35815602836879,0.0114,0.5681,0.0995,0.2452,-0.0159,0.043,0.1028,0.0271
1485,WLH,1.0,0.056,2.42,0.3053,5.3912,0.3053,137125314.36,16.9612,14.6217,0.1246,0.0,0.0,0.0,0.0473,0.0,0.0,0.0843,0.0657,0.0636
1491,CETV,1.0,0.1472,0.45,0.5994,8.8158,0.5994,246621650.0,11.8534,6.3404,0.112,0.6429133238949201,0.0,2.3154,0.153,0.3833,0.04,0.0883,0.0513,0.1066
1492,THS,0.0,0.1256,-1.1,0.8506,4.0825,0.8506,71589170.62,11.4688,5.6141,-0.1217,0.74308684140619,0.0,3.3166,0.1173,0.6254,0.0618,0.0577,0.0974,0.1226
1493,AMBA,1.0,0.0104,0.57,0.304,4.9927,0.304,110416597.2,58.5,19.6554,0.0214,0.1871747883826,0.0,0.2303,0.0094,0.1155,-0.2647,-0.1166,-0.0743,-0.1556
1494,RRD,0.0,0.1417,-0.16,0.8858,5.1477,0.8858,608644215.52,14.4138,1.3699,0.0799,1.2682442802654998,0.0859,-4.7344,0.1536,0.8948,0.0,-0.0187,-0.0296,-0.0603
1498,COUP,1.0,-0.2252,-0.83,19.6806,2.8106,19.6806,330558000.0,0.0,107.2265,0.3409,0.0,0.0,0.0,-1.3695,0.0,0.0,-0.2252,0.1102,0.0397
1501,MITK,0.0,-0.568,-0.33,0.6072,3.5817,0.6072,21468020.0,0.0,45.3481,0.1029,0.0,0.0,0.0,55.5722,0.0,0.0,0.7512,-0.1102,-0.025
1505,BCE,1.0,0.0819,2.2963,0.2842,2.6857,0.2842,16868702.76,15.9688,6.49,0.0626,0.56985871271586,0.0433,1.3455,0.0557,0.4088,0.0,0.02,0.109,0.103
1510,FANH,1.0,0.0063,1.4182,5.846,4.9957,5.846,257094905.2,315.5932,18.4369,0.2065,0.0,0.0063,0.0,0.0061,0.0,-0.1491,0.0336,0.25,0.0302
1511,INFN,1.0,-0.0334,-1.36,0.7919,7.3512,0.7919,29543040.0,0.0,-7.0466,-0.5317,0.0,0.0,0.0,-0.0341,0.0,0.0,-0.1206,-0.0307,0.0739
1513,PTN,1.0,1.2163,0.12,0.379,1.3239,0.379,90188765.64,0.0,114.3228,0.0659,0.0,0.0,0.0,1.1754,0.0,0.387,-0.0152,-0.2389,-0.1173
1516,ARCH,0.0,-0.21600000000000005,15.9,0.0399,5.6689,0.0399,9504060.0,0.0,3.7328,0.106,0.0,0.0193,0.0,0.1253,0.0,0.0,-0.6424,-0.5716,0.1216
1517,AM,0.0,-0.1955,0.33,0.3916,0.0,0.3916,11752786.8,0.0,24.9241,-0.0314,1.7854372759528,0.0404,-2.2975,-0.1936,0.8344,0.0,-0.0714,-0.1245,-0.1291
1520,REDU,0.0,-0.0216,0.3647,1.7372,5.4829,1.7372,76534681.25,0.0,8.2339,0.0835,0.0,0.0,0.0,-0.0365,0.0,0.0,-0.1496,-0.0737,-0.0456
1521,R,1.0,-1.2182,5.2,0.4468,3.659,0.4468,198449676.0,0.0,1.5633,0.1222,0.29624074987667,0.044,0.4693,-0.7211,0.2121,0.0,-0.0612,-0.1024,0.0145
1524,AVD,1.0,0.0621,0.83,1.1840000000000002,2.8119,1.1840000000000002,33402216.61,22.0769,40.5924,0.1031,0.10075179295891,0.0053,0.112,0.067,0.0888,0.0,0.0601,0.3098,0.0314
1530,HE,1.0,-1.5572,1.85,0.0975,1.3148,0.0975,103031148.0,0.0,7.9853,0.1362,0.11622068054179,0.0339,0.1315,-0.7438,0.0755,0.0,-0.0345,-0.2377,0.1005
1532,CCOI,1.0,-0.1048,0.63,0.904,49.5589,0.904,87219450.0,0.0,15.6883,0.0388,0.50148995246175,0.0469,1.01,-0.0788,0.3539,0.0,-0.0232,-0.0969,0.0932
1538,FBM,1.0,0.1092,-0.28,1.9989,4.0062,1.9989,223459019.1,16.645,5.1485,0.0566,0.43261470618607,0.0,0.8102,0.1463,0.3469,0.0427,-0.0051,0.0156,0.0878
1540,CNSL,0.0,-1.3807,-0.73,0.1559,1.2673,0.1559,22659512.96,0.0,1.9701,0.1173,0.0002720175541995,0.1569,0.1247,-0.7359,0.0715,0.0,-0.1327,-0.2233,0.0885
1550,AVDL,1.0,0.2109,-2.55,1.1122,3.718,1.1122,7136120800.65,10.5349,-1.1544,0.3007,3.5530973451327004,0.0,-1.4835,0.1177,0.6198,0.0,0.066,0.0588,0.0815
1553,NLNK,1.0,0.2964,-1.44,1.4129,0.5093,1.4129,28004290950.48,13.0485,-10.2266,0.1346,0.0,0.0,0.0,0.1785,0.0,0.1857,0.1228,0.03,0.0
1554,FLOW,1.0,0.1687,1.04,2.1412,6.7542,2.1412,25290067878.54,12.97,12.2579,0.027000000000000003,0.0,0.0,0.0,0.0634,0.0,0.0854,0.0612,0.0684,-0.1995
1555,MKSI,1.0,0.378,7.22,6.551,3.2611,6.551,17947111785.3,26.5645,8.4297,0.0587,0.67074374900462,0.0121,2.0371,0.7766,0.4965,0.0667,0.0705,0.03,-0.0692
1556,CWT,1.0,0.4229,1.36,3.0637,1.9807,3.0637,92750996829.68,19.513,12.7971,-0.0939,0.29974124887154,0.0157,0.436,0.3903,0.1438,0.0663,0.0575,0.03,-0.0416
1561,FDS,1.0,0.1696,6.9,0.8417,3.8126,0.8417,39568609115.96,16.0662,22.8151,0.031,0.5528208081714899,0.0105,1.239,0.1076,0.4433,0.0005,0.0398,0.07200000000000001,0.0093
1563,HSC,1.0,0.2083,1.7,1.6078,1.539,1.6078,37495733940.0,17.9957,8.3064,0.0369,0.6501859209656701,0.0,1.9342,0.3708,0.384,0.1365,0.0647,0.0345,0.1194
1565,SAIL,0.0,0.2781,0.04,1.5191,2.4014,1.5191,85216101417.59,11.0172,54.9321,0.0652,0.0,0.0,0.0212,0.5934,0.0159,0.1121,0.0436,0.0651,0.1848
1567,AT,1.0,0.3354,0.33,1.7863,3.2005,1.7863,29025884356.63,11.015,1.7359,-0.0204,0.18776734043445004,0.0,0.254,0.5234,0.1474,0.0913,0.0167,0.0322,0.0
1568,PACW,1.0,0.3021,3.72,3.4438,2.027,3.4438,37669912926.9,26.1336,6.665,0.1315,0.0,0.0691,0.1972,0.6133,0.091,0.0544,0.0821,0.0026,0.0
1573,APPN,1.0,-0.0374,-0.8,0.4608,1.8825,0.4608,1410842716.14,0.0,-54.2975,0.0675,0.27453326162593,0.0,0.4207,-0.0174,0.2553,0.0,0.0339,-0.0802,0.0825
1574,RHE,0.0,0.2305,-11.86,3.062,4.7754,3.062,66792233578.8,14.1924,1.9468,-0.0021,0.61208057794398,0.0,1.5872,0.0958,0.1691,0.1892,0.0693,0.0627,-0.1086
1576,WMS,1.0,1.164,1.0,1.6462,10.8198,1.6462,66729216522.1,18.6876,10.1552,-0.01,0.53003053220986,0.0113,1.244,0.5965,0.4029,0.1086,0.0445,-0.0566,0.0003
1578,DHT,1.0,1.9611,-0.33,1.4681,3.9108,1.4681,85684609179.21,17.8866,10.3836,-0.069,0.11026266094623,0.0204,0.3351,0.2322,0.1771,0.0449,0.0544,-0.157,0.0
1582,AAWW,0.0,0.0965,10.6,1.6758,2.6875,1.6758,15275014752.56,20.5561,2.5369,0.1101,0.11706082939171003,0.0,0.1978,0.1079,0.1163,0.0574,0.0653,0.1109,-0.0302
1585,INO,0.0,0.1376,-1.05,0.3692,4.6102,0.3692,6686941588.92,16.5684,-5.1854,-0.0536,0.0,0.0,0.0,0.1347,0.0,0.0784,0.0489,0.0797,0.0
1587,AAOI,0.0,0.2553,-0.11,1.4487,1.8084,1.4487,799474992.3,16.163,21.7758,0.0919,0.032670719427143995,0.0,0.0356,0.1985,0.0238,0.1856,0.0981,0.1534,0.1814
1588,ERI,1.0,0.3393,1.23,1.2754,10.4304,1.2754,12720327482.34,17.3302,8.6685,0.1245,0.026371029841457,0.0,0.0271,0.2857,0.0168,0.1181,0.0951,0.0313,0.0146
1591,OSTK,0.0,0.1277,-6.83,2.4028,3.7486,2.4028,25256016421.35,16.4893,-3.1421,0.0223,0.34610538479032005,0.0,0.5427,0.0532,0.2632,0.0516,0.0531,0.0599,0.0032
1592,FOXF,1.0,0.4095,2.22,0.8113,1.3829,0.8113,1880058321.94,10.4527,34.815,0.087,0.0,0.0,0.0076,0.1196,0.0067,0.0,0.1271,0.2103,-0.0536
1594,AZPN,1.0,0.2422,4.07,1.896,2.1816,1.896,5703240450.23,45.7797,32.6821,0.1205,0.020707109025286,0.0,0.0394,0.049,0.0256,0.0031,0.0302,-0.1009,0.0
1595,DCI,1.0,0.3604,1.38,1.4637,3.8562,1.4637,34435741782.4,17.9648,23.4015,-0.1262,1.7028312038976,0.0153,-2.8323,0.5049,0.9717,0.1034,0.0398,-0.047,0.0
1598,ONVO,0.0,0.1201,-0.32,0.4666,5.1586,0.4666,2845307326.68,12.3571,-3.6488,0.0264,0.6380548951250601,0.0,1.8002,0.1645,0.5737,0.0298,0.0679,0.0813,0.0
1600,IRBT,0.0,0.2311,3.18,0.8765,3.2076,0.8765,16753802644.8,10.4867,32.3427,-0.1896,0.5695238095238101,0.0,2.0956,0.1936,0.5106,0.0443,0.0401,0.0684,-0.4553
1603,BURL,1.0,0.0467,5.64,2.2381,3.9958,2.2381,1061342878.58,44.0714,12.7898,0.0941,0.12552406296287,0.0,0.1435,0.0728,0.0826,0.0756,0.1828,0.172,-0.0778
1606,AAN,1.0,0.3286,2.84,1.3587,5.8732,1.3587,8407194503.68,19.8808,8.091000000000001,0.0293,0.0,0.003,0.0,0.1411,0.0,0.1087,0.1042,0.0805,-0.1067
1607,SOI,1.0,0.1404,1.6,0.8227,0.0,0.8227,11417381263.2,19.2372,4.8971,0.0592,0.24906662107588,0.0083,0.3741,0.1231,0.2314,0.0506,0.0521,0.0154,0.0805
1613,LPG,1.0,0.1302,-0.38,3.0845,0.4848,3.0845,400440000.0,11.9509,7.2771,-0.2076,0.0,0.0,0.0,0.1081,0.0,-0.0823,-0.042,-0.0861,-0.1753
1614,SOHU,0.0,0.2323,-4.11,0.7797,1.476,0.7797,1670316480.0,17.0732,8.0855,-0.0162,0.0,0.0,0.0,0.2789,0.0,0.0539,0.0524,0.1125,0.0
1615,IPHI,1.0,0.2867,-2.19,3.0563,2.7073,3.0563,11825357002.68,23.0621,18.1449,0.1453,0.22724518559498,0.0,0.344,0.2447,0.1789,0.1238,0.1018,0.0908,0.1563
1616,FGEN,0.0,0.3094,-1.03,2.2251,4.9791,2.2251,5994942448.74,20.9247,-51.6493,0.0632,0.0,0.0,0.0,0.6383,0.0,0.0723,0.0615,-0.0179,0.0
1617,BAP,1.0,-0.0703,14.7441,0.3874,0.8385,0.3874,2953235781.25,0.0,-488.1895,-0.0622,0.23989864448953,0.0058,0.8083,-0.0613,0.3033,0.0,0.2989,0.3291,0.0
1620,OCSL,1.0,0.3963,0.33,1.1576,5.5243,1.1576,6733769306.94,11.8143,13.0926,0.1424,0.0,0.0805,0.0,0.0874,0.0,0.1012,0.0402,0.0007,-0.0263
1621,MBUU,1.0,-1.666,1.37,5.693,61.18899999999999,5.693,19837218000.0,21.3489,15.2495,0.0506,0.36273125834113,0.0,1.7401,0.4038,0.5039,0.0958,0.1159,0.0,0.0
1622,ACHN,1.0,0.1906,-0.51,0.479,1.1989,0.479,2440925391.6,12.0857,-3.5541,0.1065,0.28233331334081,0.0,1.0946,0.3274,0.3265,-0.0222,-0.0637,-0.022,0.0
1627,ENPH,1.0,0.1517,-0.12,1.7318,2.5228,1.7318,3105228395.85,13.9421,31.176,0.0,0.20116374667797,0.0,0.2527,0.0765,0.1405,0.1619,0.0435,0.0492,-0.0731
